CLIENTE,RAZÓN SOCIAL,RFC,GRUPO,TIPO DE NEGOCIO,FECHA ALTA,SECTOR ECONÓMICO,SUBSECTOR ECONÓMICO,TIPO DE VENTA,CONTADO ESPECIAL,FECHA ALTA CRÉDITO,CRÉDITO,FECHA INICIO COBERTURA SEGURO,MONTO COBERTURA SEGURO,EMPRESA COBERTURA SEGURO,PLAZO,INTERÉS,ESTATUS,EMPRESA REGISTRO,SUCURSAL REGISTRO,PRODUCTO,DIRECCIÓN FISCAL,VENDEDOR(ES),TELÉFONO(S),GARANTÍA,IMPORTE FIANZA,IMPORTE PAGARÉ,IMPORTE CONTRATO,IMPORTE FILIAL,IMPORTE DISCRECIONAL,FECHA INICIO FIANZA,FECHA FIN FIANZA,FECHA INICIO PAGARÉ,FECHA FIN PAGARÉ,FECHA INICIO CONTRATO,FECHA FIN CONTRATO,FIANZA,FECHA VENC. FIANZA,
5973,HOTELES Y SERVICIOS TURISTICOS DEL NOROESTE,HST680619SU2,,GasPetroil,09/07/2024,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,HERMOSILLO GAS LP,," MAR DE CORTEZ #S/N BAHIA DE KINO C.P. 83340 Hermosillo, Sonora, México","PETROSMART - HERMOSILLO GAS LP - AMADO SABAS GUZMAN REYNAUD, PETROSMART - AUTOTANQUE - AMADO SABAS GUZMAN REYNAUD","6622153389,",,,,undefined,,,,,,,undefined,undefined,,,
8161,HR DRILLING,HDR1710139VA,YAJAZIEL,Distribuidora,06/04/2026,MINERIA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Culiacan,," JESUS ARVIZU ARVAYO #80 SAN JOSE DE LAS MINITAS C.P. 83285 Hermosillo, Sonora, México",ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD,"6674132241,",,,,undefined,,,,,,,undefined,undefined,,,
7563,HR7 CONSTRUCCIONES,HCO241125H69,,Distribuidora,27/09/2025,CONSTRUCCION,MATERIA PRIMA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Mazatlan,," VILLACATALUÑA #27 MEDITERRANEOCLUBRESIDENCIAL C.P. 82113 Mazatlán, Sinaloa, México",ABACOM - Mazatlan - CARLOS ALBERTO MUÑOZ SALAS,"6692209262,",,,,undefined,,,,,,,undefined,undefined,,,
2852,"HT INGENIERIA DEL NOROESTE, S.A. DE C.V.",HIN151117MG3,,Distribuidora,13/11/2020,CONSTRUCCION,CONSTRUCTORA/DESARROLLADOR,Credito,NO,13/11/2020,"$500,000.00",13/11/2020,"$500,000.00",Abastecedora,30,%0.10000000149,Activo,Abastecedora,Mexicali, DIESEL AUTOMOTRIZ PETROIL," ROBLE DE SEDA #948 VILLA DEL ROBLE C.P. 21395 Mexicali, Baja California, México",ABACOM - Mexicali - JESUS IGNACIO ARAMBULA GARCIA,"6869059836,",,,,undefined,,,,,,,undefined,undefined,,,
4700,HUERTAS GONDI,HGO121206GD1,,GasPetroil,04/10/2023,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," DOCTOR NORMAN E BORLAUG #1210 SUR CORTINAS 1RA SECCION C.P. 85160 Cajeme, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6441333030,",,,,undefined,,,,,,,undefined,undefined,,,
7234,HUGO ADOLFO ZAMUDIO CAZAREZ,ZACH830925TN4,,GasPetroil,28/06/2025,COMERCIO,TIENDAS DE AUTOSERVICIO,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,CULIACAN GAS LP,," GRAL. GUADALUPE VICTORIA #609 NTE CENTRO C.P. 80000 Culiacán, Sinaloa, México",PETROSMART - CULIACAN GAS LP - AMADO SABAS GUZMAN REYNAUD,"6672130937,",,,,undefined,,,,,,,undefined,undefined,,,
7881,HUGO ALBERTO ACOSTA AGUILAR,AOAH931130861,,GasPetroil,14/01/2026,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,AUTOTANQUE,," MARINO TERCERO #240 JARDINES DE TORREMOLINOS C.P. 58197 Morelia, Michoacán de Ocampo, México",PETROSMART - AUTOTANQUE - AMADO SABAS GUZMAN REYNAUD,"4433703190,",,,,undefined,,,,,,,undefined,undefined,,,
8267,HUGO ALBERTO GAXIOLA AVILA,GAAH8412148X3,,Distribuidora,08/05/2026,TRANSPORTE,CARGA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Los Mochis,," ALFONSO G CALDERON #POSTE N1 OTRA NO ESPECIFICADA EN EL CATALOGO C.P. 81346 Ahome, Sinaloa, México",ABACOM - Los Mochis - JESUS ENRIQUE SALDAÑA ACOSTA,"0000000000,",,,,undefined,,,,,,,undefined,undefined,,,
2299,HUGO ALBERTO GONZALEZ MACIAS,GOMH810129PS0,,Distribuidora,20/12/2019,SIN SECTOR,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,HMexicali,," RUIZ CORTINEZ #349 ORIENTE C.P. 53553 Puerto Peñasco, Sonora, México",,"6861575584,",,,,undefined,,,,,,,undefined,undefined,,,
5282,HUGO ALBERTO NIEBLA MENDOZA,NIMH680512CH8,,GasPetroil,28/03/2024,TRANSPORTE,TRANSPORTE DE PERSONAL,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,CULIACAN GAS LP,," MONTE CAUCASO #631 MONTEBELLO C.P. 80227 Culiacán, Sinaloa, México",PETROSMART - CULIACAN GAS LP - AMADO SABAS GUZMAN REYNAUD,"6674156282,",,,,undefined,,,,,,,undefined,undefined,,,
6633,HUGO EVERARDO IBARRA GUZMAN,IAGH9109278F0,,Distribuidora,31/01/2025,TRANSPORTE,CARGA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Monterrey,," NICOLAS BRAVO #102 CENTRO C.P. 65950 Melchor Ocampo, Nuevo León, México",ABACOM - Monterrey - GERARDO GUTIERREZ SANCHEZ,"8921053499,",,,,undefined,,,,,,,undefined,undefined,,,
2053,HUGO FERNANDO CAZAREZ LUGO,CALH660501NB9,Alianza de Transporte del Mpio. de Guasave,Distribuidora,30/07/2019,TRANSPORTE,CARGA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Los Mochis,," CALLEJONES DE GUASAVITO #S/N CONOCIDO C.P. 81106 Guasave, Sinaloa, México",ABACOM - Los Mochis - AMADO SABAS GUZMAN REYNAUD,"6871258734,",,,,undefined,,,,,,,undefined,undefined,,,
3373,HUGO MOLINA MEZA,MOMH801122T75,,Distribuidora,04/08/2021,COMERCIO,TIENDAS DE AUTOSERVICIO,Credito,NO,30/12/2022,"$750,000.00",30/12/2022,"$750,000.00",Abastecedora,30,%0.10000000149,Activo,Abastecedora,Gomez Palacio, DIESEL AUTOMOTRIZ PETROIL," CARRETERA DURANGO MAZATLAN #KM 101 OTRA NO ESPECIFICADA EN EL CATALOGO C.P. 34948 Pueblo Nuevo, Durango, México","ABACOM - Mazatlan - CARLOS GENARO ESCOBAR ZAMUDIO, ABACOM - Gomez Palacio - JOSE FRANCISCO GONZALEZ RIOJAS","6751009022,",,,,undefined,,,,,,,undefined,undefined,,,
6341,HUGO PEDRO MIRANDA PEREZ,MIPH880416KN1,,GasPetroil,31/10/2024,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," AV HEROES DE NACOZARI #L15 Y 16A MODERNA C.P. 85330 Empalme, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6221030912,",,,,undefined,,,,,,,undefined,undefined,,,
7720,HUICHAPA CORPORATIVO,HCO2507289M7,,Distribuidora,20/11/2025,TRANSPORTE,COMBUSTIBLES,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,Silao,," VIVEROS #162 A VILLARREAL C.P. 36740 Salamanca, Guanajuato, México","ABACOM - Silao - JUAN MANUEL FLORES NAVARRO, PETROSMART - Silao - JUAN MANUEL FLORES NAVARRO","4777249843,",,,,undefined,,,,,,,undefined,undefined,,,
5492,HUMBERTO ANGEL MIRANDA HURTADO,MIHH8712058G7,,GasPetroil,16/04/2024,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," VENUSTIANO CARRANZA #SN SIN NOMBRE C.P. 85285 Etchojoa, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6421342949,",,,,undefined,,,,,,,undefined,undefined,,,
19,HUMBERTO ARAMBURO ROMERO,AARH750806U3A,,Distribuidora,12/03/2012,TURISMO,,Credito,NO,13/10/2017,"$450,000.00",,$0.00,Abastecedora,15,%0.1,Activo,Abastecedora,Mazatlan, DIESEL AUTOMOTRIZ PETROIL," FRANCISCO I MADERO Y CUAUHTEMOC #. VILLA UNION  C.P. 82200 Mazatlán, Sinaloa, México",,",6699670915",,,,undefined,,,,,,,undefined,undefined,,,
6104,HUMBERTO BOJORQUEZ VALDEZ,BOVH760325831,,GasPetroil,19/08/2024,COMERCIO,TIENDAS DE AUTOSERVICIO,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,CULIACAN GAS LP,," FRANCISCO VILLA #146 BENITO JUAREZ C.P. 81450 Salvador Alvarado, Sinaloa, México",PETROSMART - CULIACAN GAS LP - AMADO SABAS GUZMAN REYNAUD,"6692408917,",,,,undefined,,,,,,,undefined,undefined,,,
4536,HUMBERTO CARRANZA BARANZINI,CABH910725CX4,,GasPetroil,24/07/2023,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," CALLE DEL PLOMO #65 PARQUE INDUSTRIAL HERMOSILLO C.P. 83299 Hermosillo, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6231066909,",,,,undefined,,,,,,,undefined,undefined,,,
6400,HUMBERTO DE JESUS MEDINA CONTRERAS,MECH891206EX3,,Distribuidora,21/11/2024,TRANSPORTE,CARGA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Ciudad Obregon, DIESEL AUTOMOTRIZ PETROIL," ESCOBEDO #725 CADEREYTA JIMNEZ CENTRO C.P. 67480 Cadereyta Jiménez, Nuevo León, México","ABACOM - Hermosillo - RENE COTA VALENZUELA, ABACOM - Ciudad Obregon - RENE COTA VALENZUELA","8281199830,",,,,undefined,,,,,,,undefined,undefined,,,
5994,HUMBERTO SEBASTIAN ARAIZA LOPEZ,AALH010210D27,,GasPetroil,17/07/2024,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,HERMOSILLO GAS LP,," BOULEVARD LAS QUINTAS #410 D LA VERBENA C.P. 83288 Hermosillo, Sonora, México","PETROSMART - HERMOSILLO GAS LP - AMADO SABAS GUZMAN REYNAUD, PETROSMART - AUTOTANQUE - AMADO SABAS GUZMAN REYNAUD","6621880857,",,,,undefined,,,,,,,undefined,undefined,,,
3225,HY LINE DE MEXICO SA DE CV,HLM920710CR3,,Distribuidora,15/06/2021,COMERCIO,TIENDAS DE AUTOSERVICIO,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Guadalajara, DIESEL AUTOMOTRIZ PETROIL," AV. PORCICULTORES #50 LAS  AGUILILLAS C.P. 47689 Tepatitlán de Morelos, Jalisco, México",ABACOM - Guadalajara - HUMBERTO RICARDO CARRILLO LOPEZ,"3787823165,",,,,undefined,,,,,,,undefined,undefined,,,
8065,I.T CARRIERS,ICA110517FN0,,Distribuidora,13/03/2026,COMERCIO,TIENDAS DE AUTOSERVICIO,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Monterrey,," PALAU #1101 NUEVO BALLITO C.P. 88176 Nuevo Laredo, Tamaulipas, México",ABACOM - Monterrey - GERARDO GUTIERREZ SANCHEZ,"8116985171,",,,,undefined,,,,,,,undefined,undefined,,,
6063,IBAGRO,IBA2302046Q7,,Distribuidora,06/08/2024,AGRICULTURA,AGROINDUSTRIA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Los Mochis, DIESEL AUTOMOTRIZ PETROIL," SN #SN PLAN DE GUADALUPE C.P. 81379 Ahome, Sinaloa, México",ABACOM - Los Mochis - CESAR RUBEN SOTO ORTEGA,"0000000000,",,,,undefined,,,,,,,undefined,undefined,,,
8415,IBELY PALMAREJO,IPA1106219P3,,Distribuidora,18/06/2026,TRANSPORTE,CARGA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Ciudad Obregon,," CALLE SIN NOMBRE #SNB OTRA NO ESPECIFICADA EN EL CATALOGO C.P. 33365 Chínipas, Chihuahua, México",ABACOM - Ciudad Obregon - ARMANDO ENRIQUE PEREZ ESTRADA,"6421375503,",,,,undefined,,,,,,,undefined,undefined,,,
2688,IBERICA TILES,ITI170630377,,Distribuidora,21/08/2020,CONSTRUCCION,CONSTRUCTORA/DESARROLLADOR,Credito,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,Salamanca, DIESEL AUTOMOTRIZ PETROIL," PROLONGACION FULTON #2 LA LOMA C.P. 54060 Tlalnepantla de Baz, México, México | CARRETERA FEDERAL 43 SALAMANCA-MORELIA #KM 2+730 RANCHO EL REFUGIO C.P. 36790 Salamanca, Guanajuato, México",PETROSMART - Silao - AMADO SABAS GUZMAN REYNAUD,"4641300888,",,,,undefined,,,,,,,undefined,undefined,,,
7380,IBIS JACQUELINE ROMERO RAMIREZ,RORI910605UY3,,GasPetroil,06/08/2025,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,HERMOSILLO GAS LP,," AVENIDA CAMINO DE MONREAL #12 MONTE DE CALABRIA RESIDENCIAL C.P. 83288 Hermosillo, Sonora, México","PETROSMART - HERMOSILLO GAS LP - AMADO SABAS GUZMAN REYNAUD, PETROSMART - AUTOTANQUE - AMADO SABAS GUZMAN REYNAUD","6624442816,",,,,undefined,,,,,,,undefined,undefined,,,
4374,IDALIA VALENZUELA CARRILLO,VACI000415C53,,Distribuidora,24/05/2023,MINERIA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Hermosillo, DIESEL AUTOMOTRIZ PETROIL," POSTE 140 #S/N OTRA NO ESPECIFICADA EN EL CATALOGO C.P. 85540 La Colorada, Sonora, México",ABACOM - Hermosillo - RENE COTA VALENZUELA,"6623491307,",,,,undefined,,,,,,,undefined,undefined,,,
1809,IDEAS CONSTRUCTIVAS REM S.A. DE C.V,ICR150127UJ9,,Distribuidora,28/12/2018,CONSTRUCCION,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Mazatlan,," RINCONADA PARAISO #7059 CIUDAD GRANJA C.P. 45010 Zapopan, Jalisco, México",ABACOM - Mazatlan - AMADO SABAS GUZMAN REYNAUD,",",,,,undefined,,,,,,,undefined,undefined,,,
4624,IDETH SANCHEZ GIL,SAGI790214KN6,,GasPetroil,25/08/2023,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," EVA SAMANO DE LOPEZ MATEOS #MANZANA 1 SANTIAGO ACAHALTEPEC C.P. 9609 Iztapalapa, Ciudad de México, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"5546406581,",,,,undefined,,,,,,,undefined,undefined,,,
1281,IDOLINA FELIX VALENZUELA,FEVI470910CT2,,Distribuidora,20/10/2017,SIN SECTOR,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Culiacan, DIESEL AUTOMOTRIZ PETROIL," GUSTAVO GARMENDIA #2130 MIGUEL HIDALGO C.P. 80020 Culiacán, Sinaloa, México",ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD,"1473386,",,,,undefined,,,,,,,undefined,undefined,,,
458,IESON SA DE CV,IES0803101B1,,Distribuidora,15/11/2016,ACUACULTURA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Mazatlan, DIESEL AUTOMOTRIZ PETROIL,,,"6622207918,6622207918",,,,undefined,,,,,,,undefined,undefined,,,
4535,IF LOGISTICA,ILO141008U88,,Distribuidora,24/07/2023,TRANSPORTE,CARGA,Credito,NO,19/02/2024,"$700,000.00",19/02/2024,"$700,000.00",Abastecedora,30,%0.125,Activo,Abastecedora,Ciudad Obregon, DIESEL AUTOMOTRIZ PETROIL," TABASCO #444 NORTE ZONA NORTE C.P. 85040 Cajeme, Sonora, México",ABACOM - Ciudad Obregon - ARMANDO ENRIQUE PEREZ ESTRADA,"6442461117,",,,,undefined,,,,,,,undefined,undefined,,,
7519,IF VERTICAL 2,IVD150204RZ7,,Distribuidora,17/09/2025,COMERCIO,TIENDAS DE AUTOSERVICIO,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,Monterrey,," AV. BONAMPAK #MZ 27 L-1- ZONA HOTELERA C.P. 77500 Benito Juárez, Quintana Roo, México","ABACOM - Mexicali - JORGE ALVAREZ GONZALEZ, PETROSMART - Monterrey - GERARDO GUTIERREZ SANCHEZ","8126229855,",,,,undefined,,,,,,,undefined,undefined,,,
4694,IGLESIA ADVENTISTA DEL SEPTIMO DIA SECCION DE SONORA,IAS161024N33,,GasPetroil,29/09/2023,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," BENJAMIN MUÑOZ #87 BALDERRAMA C.P. 83180 Hermosillo, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6563308808,",,,,undefined,,,,,,,undefined,undefined,,,
5549,IGLESIA APOSTOLICA DE LA FE EN CRISTO JESUS DISTRITO DE HERMOSILLO,IAF940228GV7,,GasPetroil,24/04/2024,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,HERMOSILLO GAS LP,," REFORMA #126 SAN BENITO C.P. 83190 Hermosillo, Sonora, México","PETROSMART - HERMOSILLO GAS LP - AMADO SABAS GUZMAN REYNAUD, PETROSMART - AUTOTANQUE - AMADO SABAS GUZMAN REYNAUD","6622982975,",,,,undefined,,,,,,,undefined,undefined,,,
5223,IGLESIA APOSTOLICA DE LA FE EN CRISTO JESUS DISTRITO DE NOGALES,IAF940701C2A,,GasPetroil,08/03/2024,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," RODOLFO AUDELO NERIS #347 CTS CROC C.P. 84040 Nogales, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6323279670,",,,,undefined,,,,,,,undefined,undefined,,,
8202,IGLESIA APOSTOLICA DE LA FE EN CRISTO JESUS DISTRITO DE OBREGON,IAF940704H92,,GasPetroil,16/04/2026,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," PUERTO LA PAZ ESQUINA #542 LUIS ECHEVERRIA ALVAREZ (ALVARO OBREGON) C.P. 85199 Cajeme, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6442621219,",,,,undefined,,,,,,,undefined,undefined,,,
7755,IGLESIA EVANGELICA CRISTIANA ESPIRITUAL,IEC940104S81,,GasPetroil,01/12/2025,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," CARLOS SALAZAR OTE #2008 OBRERA C.P. 64010 Monterrey, Nuevo León, México","PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD, PETROSMART - BACOBAMPO GAS LP - AMADO SABAS GUZMAN REYNAUD","4531550751,",,,,undefined,,,,,,,undefined,undefined,,,
3921,IGLESIA METROPOLITANA,IME140929VB4,,Distribuidora,19/08/2022,SERVICIOS,ALMACENAJE Y/O MANIOBRA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Hermosillo, DIESEL AUTOMOTRIZ PETROIL," CARRETERA A NOGALES #KM 1.5 SAN LUIS C.P. 83160 Hermosillo, Sonora, México",ABACOM - Hermosillo - AMADO SABAS GUZMAN REYNAUD,"6621190283,",,,,undefined,,,,,,,undefined,undefined,,,
4325,IGNACIO AYALA GALINDO,AAGI760324270,,GasPetroil,15/05/2023,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," Av. Juan Aldama #201 CENTRO C.P. 84600 Santa Ana, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6411023092,",,,,undefined,,,,,,,undefined,undefined,,,
1517,IGNACIO CASTRO MURILLO,CAMI560730SI8,IRAPUATO,Distribuidora,28/05/2018,SIN SECTOR,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,Salamanca, DIESEL AUTOMOTRIZ PETROIL," REY FELIPE II #447 LOS REYES C.P. 36570 Irapuato, Guanajuato, México",ABACOM - Silao - MARTIN GONZALEZ ENRIQUEZ,",",,,,undefined,,,,,,,undefined,undefined,,,
2357,IGNACIO ESCOBAR SANCHEZ,EOSI670926EV2,HERIBERTO FELIX,Asociados,13/01/2020,ENERGETICO,GASOLINERAS,Credito,SI,06/02/2020,"$1,200,000.00",,$0.00,Abastecedora,1,%0,Activo,Abastecedora,Los Mochis," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," : NIÑOS HEROES #SN CENTRO C.P. 81910 Sinaloa, Sinaloa, México",ABACOM - Los Mochis - ANTONIO DE JESUS NAVARRO LOPEZ,"6871251555,",",,Discrecional,",,,undefined,,"$1,200,000.00",,,,,undefined,undefined,,,
8110,IGNACIO GARCIA FIERROS,GAFI6212134NA,,Distribuidora,24/03/2026,TRANSPORTE,CARGA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Mexicali,," CARR. CABORCA DESEMBOQUE #717 NO ESPECIFICADA EN EL CATALOGO C.P. 83650 Caborca, Sonora, México",ABACOM - Mexicali - LUIS ENRIQUE BALLESTEROS SEPULVEDA,"6623380289,",,,,undefined,,,,,,,undefined,undefined,,,
2048,IGNACIO RAFAEL ESPINOZA BOJORQUEZ,EIBI781026E8A,Alianza de Transporte del Mpio. de Guasave,Distribuidora,30/07/2019,TRANSPORTE,CARGA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Los Mochis,," LORENZO MEZA #61 2 DE OCTUBRE C.P. 81014 Guasave, Sinaloa, México",ABACOM - Los Mochis - AMADO SABAS GUZMAN REYNAUD,"6871258734,-",,,,undefined,,,,,,,undefined,undefined,,,
6568,IGNACIO SIORDIA SOLANO,SISI900222KT8,,Distribuidora,15/01/2025,TRANSPORTE,CARGA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Tijuana,," BENITO JUAREZ #122 LOS ANGELES C.P. 22105 Tijuana, Baja California, México",ABACOM - Tijuana - LUIS XAVIER HERNANDEZ PACHECO,"6642549687,",,,,undefined,,,,,,,undefined,undefined,,,
1649,IGNACIO SOTO MENDIVIL,SOMI510929NX8,,Distribuidora,31/08/2018,PESCA,,Credito,NO,04/09/2018,"$500,000.00",04/09/2018,"$500,000.00",Abastecedora,30,%0.10000000149,Activo,Abastecedora,Hermosillo, DIESEL MARINO PETROIL," 7 #3 . C.P. 83550 Puerto Peñasco, Sonora, México",,",",,,,undefined,,,,,,,undefined,undefined,,,
2385,ILDEFONSO FLORES GARCIA,FOGI600205TFA,Alianza de Transporte del Mpio. de Guasave,Distribuidora,21/01/2020,TRANSPORTE,CARGA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Los Mochis,," AV. 8 Y 27 DE SEPTIEMBRE #- LOC.G. LEYVA SOLANO C.P. 81122 Guasave, Sinaloa, México",ABACOM - Los Mochis - AMADO SABAS GUZMAN REYNAUD,",-",,,,undefined,,,,,,,undefined,undefined,,,
7744,IMAGEN ARQUITECTONICA LUFERAB,IAL1102181V5,,GasPetroil,28/11/2025,CONSTRUCCION,CONSTRUCTORA/DESARROLLADOR,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,CULIACAN GAS LP,," FERNANDO MONTES DE OCA #21-B SAN NICOLAS C.P. 54030 Tlalnepantla de Baz, México, México",PETROSMART - CULIACAN GAS LP - AMADO SABAS GUZMAN REYNAUD,"6671970759,",,,,undefined,,,,,,,undefined,undefined,,,
3083,IMAGEN CORPORATIVA ATLANTA,ICA101005E3A,NEVADO,Distribuidora,31/03/2021,CONSTRUCCION,MATERIA PRIMA,Credito,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,Salamanca, DIESEL AUTOMOTRIZ PETROIL," HACIENDA ESCONDIDA #892 SANTA BARBARA C.P. 56538 Ixtapaluca, México, México",PETROSMART - Silao - MARTIN GONZALEZ ENRIQUEZ,"7225252403,",,,,undefined,,,,,,,undefined,undefined,,,
5983,IMED INGENIERIA,IIN041115D33,,GasPetroil,12/07/2024,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,HERMOSILLO GAS LP,," 5 DE MAYO #15 5 de mayo C.P. 83010 Hermosillo, Sonora, México",PETROSMART - HERMOSILLO GAS LP - AMADO SABAS GUZMAN REYNAUD,"6622854041,",,,,undefined,,,,,,,undefined,undefined,,,
6572,IMELDA BORBON ZAMORA,BOZI640703BPA,,GasPetroil,16/01/2025,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," NIÑOS HEROES #101 SAN FELIPE C.P. 84160 Magdalena, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6321133544,",,,,undefined,,,,,,,undefined,undefined,,,
5486,IMELDA FELIX LOPEZ,FELI9809309H7,,GasPetroil,16/04/2024,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,HERMOSILLO GAS LP,," SAUZ #123 AMAPOLAS C.P. 83020 Hermosillo, Sonora, México","PETROSMART - HERMOSILLO GAS LP - AMADO SABAS GUZMAN REYNAUD, PETROSMART - AUTOTANQUE - AMADO SABAS GUZMAN REYNAUD","6623590062,",,,,undefined,,,,,,,undefined,undefined,,,
5977,IMELDA HERNANDEZ,HEIM710614PI7,,GasPetroil,10/07/2024,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," TEBARI #342 MORELOS C.P. 85110 Cajeme, Sonora, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6441345013,",,,,undefined,,,,,,,undefined,undefined,,,
5529,IMELDA LOPEZ TAPIA,LOTI730626RC5,,GasPetroil,19/04/2024,ENERGETICO,GAS LP,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,HERMOSILLO GAS LP,," BOULEVARD (BLVD.)  CAPOMO #80 CHULA VISTA C.P. 83296 Hermosillo, Sonora, México","PETROSMART - HERMOSILLO GAS LP - AMADO SABAS GUZMAN REYNAUD, PETROSMART - AUTOTANQUE - AMADO SABAS GUZMAN REYNAUD","6623187447,",,,,undefined,,,,,,,undefined,undefined,,,
